Function Name,Metric Name,Device,Suspicion Score,β_normal_pid_805580(%),β_abnormal_pid_842126(%),Δβ(%),Z-Score(β),p-value(β),U-test p(β),μ_normal_pid_805580,μ_abnormal_pid_842126,Δμ,Z-Score(μ),Z-Score(log_μ),p-value(μ),U-test p(μ)
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",gpu_link_receive,GPU 7,0.193045,0.000788,0.003400,0.002612,73.892659,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void flashinfer::norm::FusedAddRMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_frequency,GPU 7,0.181391,0.128825,0.037029,-0.091796,-1.925503,0.000758,0.012761,118687.500000,119142.857143,455.357143,0.050508,0.050508,0.926549,1.000000
"void flashinfer::norm::FusedAddRMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_sm_frequency,GPU 7,0.181391,0.128825,0.037029,-0.091796,-1.925503,0.000758,0.012761,118687.500000,119142.857143,455.357143,0.050508,0.050508,0.926549,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>)",gpu_sm_occupancy,GPU 7,0.179163,0.000788,0.003300,0.002512,71.064232,1.000000,1.000000,0.042875,0.034000,-0.008875,-0.257911,-0.244439,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>)",gpu_sm_util,GPU 7,0.178934,0.000788,0.003300,0.002512,71.064232,1.000000,1.000000,0.422875,0.335000,-0.087875,-0.257340,-0.153125,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>)",gpu_link_receive,GPU 7,0.178549,0.000788,0.003300,0.002512,71.064232,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>)",gpu_link_transmit,GPU 7,0.178549,0.000788,0.003300,0.002512,71.064232,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void flashinfer::norm::FusedAddRMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_mem_frequency,GPU 7,0.176754,0.128825,0.037029,-0.091796,-1.925503,0.000758,0.012761,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::norm::FusedAddRMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_mem_used,GPU 7,0.176754,0.128825,0.037029,-0.091796,-1.925503,0.000758,0.012761,85.704900,85.704900,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul>)",gpu_usage,GPU 7,0.175297,0.000771,0.003200,0.002429,49.770904,1.000000,1.000000,7.142857,2.000000,-5.142857,-13.606721,-22.410257,1.000000,1.000000
"void flashinfer::norm::FusedAddRMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_link_transmit,GPU 7,0.171641,0.128025,0.037843,-0.090182,-1.903269,0.000809,0.012761,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::norm::FusedAddRMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_link_receive,GPU 7,0.171641,0.128025,0.037843,-0.090182,-1.903269,0.000809,0.012761,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_frequency,GPU 7,0.170936,0.121450,0.034557,-0.086893,-1.916702,0.000778,0.012761,118687.500000,119142.857143,455.357143,0.050508,0.050508,0.926549,1.000000
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_sm_frequency,GPU 7,0.170936,0.121450,0.034557,-0.086893,-1.916702,0.000778,0.012761,118687.500000,119142.857143,455.357143,0.050508,0.050508,0.926549,1.000000
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_link_receive,GPU 7,0.167295,0.120938,0.034014,-0.086923,-1.924630,0.000760,0.012761,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_link_transmit,GPU 7,0.167295,0.120938,0.034014,-0.086923,-1.924630,0.000760,0.012761,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_mem_frequency,GPU 7,0.166548,0.121450,0.034557,-0.086893,-1.916702,0.000778,0.012761,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &(float silu<float>(float const&))>(__nv_bfloat16*, __nv_bfloat16 const*, int)",gpu_mem_used,GPU 7,0.166548,0.121450,0.034557,-0.086893,-1.916702,0.000778,0.012761,85.704900,85.704900,0.000000,0.000000,0.000000,,1.000000
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",gpu_usage,GPU 7,0.165652,0.000686,0.002800,0.002114,55.938742,1.000000,1.000000,7.142857,2.000000,-5.142857,-13.606721,-22.410257,1.000000,1.000000
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",gpu_frequency,GPU 7,0.158675,0.001050,0.004500,0.003450,45.639210,1.000000,1.000000,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,1.000000,1.000000
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",gpu_sm_frequency,GPU 7,0.158675,0.001050,0.004500,0.003450,45.639210,1.000000,1.000000,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,1.000000,1.000000
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",gpu_sm_occupancy,GPU 7,0.158299,0.001050,0.004500,0.003450,45.639210,1.000000,1.000000,0.042875,0.034000,-0.008875,-0.257911,-0.244439,1.000000,1.000000
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",gpu_sm_util,GPU 7,0.157984,0.001050,0.004500,0.003450,45.639210,1.000000,1.000000,0.422875,0.335000,-0.087875,-0.257340,-0.153125,1.000000,1.000000
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",gpu_mem_frequency,GPU 7,0.157455,0.001050,0.004500,0.003450,45.639210,1.000000,1.000000,159300.000000,159300.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",gpu_link_receive,GPU 7,0.157455,0.001050,0.004500,0.003450,45.639210,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",gpu_link_transmit,GPU 7,0.157455,0.001050,0.004500,0.003450,45.639210,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",gpu_mem_used,GPU 7,0.157455,0.001050,0.004500,0.003450,45.639210,1.000000,1.000000,85.704900,85.704900,0.000000,0.000000,0.000000,1.000000,1.000000
Memcpy DtoH (Device -> Pinned),gpu_pcie_transmit,GPU 7,0.157435,0.000500,0.003400,0.002900,54.254032,1.000000,1.000000,688765350.000000,481530100.000000,-207235250.000000,-0.342812,0.033915,1.000000,1.000000
"void at_cuda_detail::cub::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_hub<long, long, long, unsigned int, std::plus<long> >::Policy1000, long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int, long, false>(long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, int, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int)",gpu_frequency,GPU 7,0.154215,0.000786,0.003200,0.002414,63.875996,1.000000,1.000000,115500.000000,115500.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at_cuda_detail::cub::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_hub<long, long, long, unsigned int, std::plus<long> >::Policy1000, long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int, long, false>(long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, int, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int)",gpu_mem_frequency,GPU 7,0.154215,0.000786,0.003200,0.002414,63.875996,1.000000,1.000000,159300.000000,159300.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at_cuda_detail::cub::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_hub<long, long, long, unsigned int, std::plus<long> >::Policy1000, long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int, long, false>(long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, int, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int)",gpu_mem_used,GPU 7,0.154215,0.000786,0.003200,0.002414,63.875996,1.000000,1.000000,85.704900,85.704900,0.000000,0.000000,0.000000,1.000000,1.000000
"void at_cuda_detail::cub::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_hub<long, long, long, unsigned int, std::plus<long> >::Policy1000, long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int, long, false>(long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, int, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int)",gpu_sm_frequency,GPU 7,0.154215,0.000786,0.003200,0.002414,63.875996,1.000000,1.000000,115500.000000,115500.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>)",gpu_usage,GPU 7,0.153307,0.000800,0.003300,0.002500,46.770717,1.000000,1.000000,7.000000,2.000000,-5.000000,-9.354143,-14.552209,1.000000,1.000000
"void at::native::(anonymous namespace)::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, 2, 2, -2>(at::cuda::detail::TensorInfo<c10::BFloat16, unsigned int>, at::cuda::detail::TensorInfo<c10::BFloat16 const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, long)",gpu_sm_occupancy,GPU 7,0.152229,0.001043,0.004500,0.003457,43.939519,1.000000,1.000000,0.037571,0.034000,-0.003571,-0.106767,-0.093526,1.000000,1.000000
"void at::native::(anonymous namespace)::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, 2, 2, -2>(at::cuda::detail::TensorInfo<c10::BFloat16, unsigned int>, at::cuda::detail::TensorInfo<c10::BFloat16 const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, long)",gpu_sm_util,GPU 7,0.151920,0.001043,0.004500,0.003457,43.939519,1.000000,1.000000,0.370143,0.335000,-0.035143,-0.105918,-0.004149,1.000000,1.000000
"void at::native::(anonymous namespace)::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, 2, 2, -2>(at::cuda::detail::TensorInfo<c10::BFloat16, unsigned int>, at::cuda::detail::TensorInfo<c10::BFloat16 const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, long)",gpu_link_transmit,GPU 7,0.151905,0.001043,0.004500,0.003457,43.939519,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::(anonymous namespace)::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, 2, 2, -2>(at::cuda::detail::TensorInfo<c10::BFloat16, unsigned int>, at::cuda::detail::TensorInfo<c10::BFloat16 const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, long)",gpu_link_receive,GPU 7,0.151905,0.001043,0.004500,0.003457,43.939519,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_frequency,GPU 7,0.145610,0.105625,0.030814,-0.074811,-1.895869,0.000880,0.017571,118687.500000,119142.857143,455.357143,0.050508,0.050508,0.926549,1.000000
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_sm_frequency,GPU 7,0.145610,0.105625,0.030814,-0.074811,-1.895869,0.000880,0.017571,118687.500000,119142.857143,455.357143,0.050508,0.050508,0.926549,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)",gpu_sm_occupancy,GPU 7,0.141921,0.000686,0.003000,0.002314,61.230245,1.000000,1.000000,0.037571,0.034000,-0.003571,-0.106767,-0.093526,1.000000,1.000000
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_mem_frequency,GPU 7,0.141831,0.105625,0.030814,-0.074811,-1.895869,0.000880,0.017571,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_mem_used,GPU 7,0.141831,0.105625,0.030814,-0.074811,-1.895869,0.000880,0.017571,85.704900,85.704900,0.000000,0.000000,0.000000,,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)",gpu_sm_util,GPU 7,0.141714,0.000686,0.003000,0.002314,61.230245,1.000000,1.000000,0.370143,0.335000,-0.035143,-0.105918,-0.004149,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)",gpu_link_receive,GPU 7,0.141704,0.000686,0.003000,0.002314,61.230245,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)",gpu_link_transmit,GPU 7,0.141704,0.000686,0.003000,0.002314,61.230245,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_link_transmit,GPU 7,0.137122,0.105100,0.031714,-0.073386,-1.868506,0.000954,0.013986,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::norm::RMSNormKernel<8u, __nv_bfloat16>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, unsigned int, unsigned int, unsigned int, float, float)",gpu_link_receive,GPU 7,0.137122,0.105100,0.031714,-0.073386,-1.868506,0.000954,0.013986,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::PersistentVariableLengthMergeStatesKernel<8u, 16u, 8u, 4u, __nv_bfloat16, __nv_bfloat16, int>(__nv_bfloat16*, float*, int*, __nv_bfloat16*, float*, unsigned int, unsigned int*, unsigned int)",gpu_sm_util,GPU 7,0.121393,0.061400,0.018429,-0.042971,-1.872830,0.000894,0.012761,0.422875,0.105571,-0.317304,-0.929217,-0.952136,0.039768,0.012129
"void flashinfer::PersistentVariableLengthMergeStatesKernel<8u, 16u, 8u, 4u, __nv_bfloat16, __nv_bfloat16, int>(__nv_bfloat16*, float*, int*, __nv_bfloat16*, float*, unsigned int, unsigned int*, unsigned int)",gpu_sm_occupancy,GPU 7,0.121138,0.061400,0.018429,-0.042971,-1.872830,0.000894,0.012761,0.042875,0.010429,-0.032446,-0.942905,-0.946208,0.037826,0.010760
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul>)",gpu_frequency,GPU 7,0.120872,0.000771,0.003200,0.002429,49.770904,1.000000,1.000000,115500.000000,115500.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul>)",gpu_mem_used,GPU 7,0.120872,0.000771,0.003200,0.002429,49.770904,1.000000,1.000000,85.704900,85.704900,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul>)",gpu_sm_frequency,GPU 7,0.120872,0.000771,0.003200,0.002429,49.770904,1.000000,1.000000,115500.000000,115500.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul>)",gpu_mem_frequency,GPU 7,0.120872,0.000771,0.003200,0.002429,49.770904,1.000000,1.000000,159300.000000,159300.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",gpu_frequency,GPU 7,0.118270,0.000686,0.002800,0.002114,55.938742,1.000000,1.000000,115500.000000,115500.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",gpu_sm_frequency,GPU 7,0.118270,0.000686,0.002800,0.002114,55.938742,1.000000,1.000000,115500.000000,115500.000000,0.000000,0.000000,0.000000,1.000000,1.000000
